id,mean_daily_demand,std_daily_demand,safety_stock,reorder_point,order_up_to,newsvendor_q,service_level,lead_time_days
FOODS_3_430_CA_1_evaluation,0.6965,0.8796,3.83,8.7,13.58,7.13,0.95,7
FOODS_1_152_CA_1_evaluation,0.6943,0.7272,3.16,8.02,12.88,6.72,0.95,7
FOODS_2_330_CA_1_evaluation,0.6941,0.7263,3.16,8.02,12.88,6.72,0.95,7
FOODS_3_143_CA_1_evaluation,0.6928,0.7152,3.11,7.96,12.81,6.68,0.95,7
FOODS_1_138_CA_1_evaluation,0.6919,0.8682,3.78,8.62,13.46,7.07,0.95,7
HOUSEHOLD_1_003_CA_1_evaluation,0.6914,0.7458,3.25,8.09,12.92,6.75,0.95,7
FOODS_2_273_CA_1_evaluation,0.6904,0.7796,3.39,8.23,13.06,6.83,0.95,7
HOBBIES_1_415_CA_1_evaluation,0.6878,0.7686,3.34,8.16,12.97,6.78,0.95,7
HOUSEHOLD_1_128_CA_1_evaluation,0.6876,0.8053,3.5,8.32,13.13,6.87,0.95,7
HOBBIES_1_195_CA_1_evaluation,0.6862,0.7147,3.11,7.91,12.72,6.63,0.95,7
HOUSEHOLD_1_252_CA_1_evaluation,0.6859,0.7389,3.22,8.02,12.82,6.69,0.95,7
HOUSEHOLD_1_078_CA_1_evaluation,0.6855,0.7765,3.38,8.18,12.98,6.79,0.95,7
FOODS_3_340_CA_1_evaluation,0.6853,0.7555,3.29,8.09,12.88,6.73,0.95,7
FOODS_1_189_CA_1_evaluation,0.6842,0.7311,3.18,7.97,12.76,6.66,0.95,7
FOODS_3_085_CA_1_evaluation,0.6839,0.7584,3.3,8.09,12.88,6.73,0.95,7
HOUSEHOLD_1_181_CA_1_evaluation,0.6837,0.752,3.27,8.06,12.84,6.71,0.95,7
FOODS_3_729_CA_1_evaluation,0.6834,0.7643,3.33,8.11,12.89,6.74,0.95,7
FOODS_3_719_CA_1_evaluation,0.6833,0.7288,3.17,7.95,12.74,6.65,0.95,7
HOUSEHOLD_1_467_CA_1_evaluation,0.6832,0.749,3.26,8.04,12.82,6.7,0.95,7
HOUSEHOLD_1_164_CA_1_evaluation,0.6825,0.7798,3.39,8.17,12.95,6.77,0.95,7
HOUSEHOLD_1_077_CA_1_evaluation,0.6822,0.7139,3.11,7.88,12.66,6.6,0.95,7
FOODS_3_298_CA_1_evaluation,0.6821,0.7057,3.07,7.85,12.62,6.58,0.95,7
FOODS_3_671_CA_1_evaluation,0.6813,0.8761,3.81,8.58,13.35,7.01,0.95,7
HOUSEHOLD_2_217_CA_1_evaluation,0.6802,0.866,3.77,8.53,13.29,6.98,0.95,7
HOUSEHOLD_2_375_CA_1_evaluation,0.6796,0.7227,3.14,7.9,12.66,6.61,0.95,7
HOUSEHOLD_1_384_CA_1_evaluation,0.6794,0.7489,3.26,8.02,12.77,6.67,0.95,7
FOODS_3_191_CA_1_evaluation,0.6793,0.7633,3.32,8.08,12.83,6.71,0.95,7
HOUSEHOLD_1_030_CA_1_evaluation,0.6785,0.7934,3.45,8.2,12.95,6.78,0.95,7
HOUSEHOLD_1_344_CA_1_evaluation,0.6779,0.7731,3.36,8.11,12.85,6.72,0.95,7
HOUSEHOLD_1_200_CA_1_evaluation,0.6772,0.747,3.25,7.99,12.73,6.65,0.95,7
FOODS_3_436_CA_1_evaluation,0.6757,0.6783,2.95,7.68,12.41,6.47,0.95,7
FOODS_2_245_CA_1_evaluation,0.6757,0.7874,3.43,8.16,12.89,6.75,0.95,7
FOODS_3_733_CA_1_evaluation,0.6745,0.788,3.43,8.15,12.87,6.74,0.95,7
HOUSEHOLD_1_023_CA_1_evaluation,0.674,0.6991,3.04,7.76,12.48,6.51,0.95,7
HOUSEHOLD_1_123_CA_1_evaluation,0.6739,0.7307,3.18,7.9,12.61,6.59,0.95,7
HOUSEHOLD_1_134_CA_1_evaluation,0.6738,0.7309,3.18,7.9,12.61,6.59,0.95,7
FOODS_1_015_CA_1_evaluation,0.6738,0.7544,3.28,8.0,12.72,6.65,0.95,7
HOUSEHOLD_1_187_CA_1_evaluation,0.6736,0.6315,2.75,7.46,12.18,6.33,0.95,7
FOODS_3_486_CA_1_evaluation,0.6732,0.7399,3.22,7.93,12.64,6.61,0.95,7
HOUSEHOLD_1_368_CA_1_evaluation,0.673,0.6471,2.82,7.53,12.24,6.37,0.95,7
HOUSEHOLD_2_264_CA_1_evaluation,0.6722,0.7641,3.33,8.03,12.74,6.66,0.95,7
HOUSEHOLD_2_007_CA_1_evaluation,0.6717,0.8018,3.49,8.19,12.89,6.75,0.95,7
HOUSEHOLD_2_510_CA_1_evaluation,0.6711,0.7673,3.34,8.04,12.73,6.66,0.95,7
FOODS_3_432_CA_1_evaluation,0.6709,0.7725,3.36,8.06,12.75,6.67,0.95,7
FOODS_2_079_CA_1_evaluation,0.6703,0.6857,2.98,7.68,12.37,6.45,0.95,7
HOBBIES_1_421_CA_1_evaluation,0.6698,0.7061,3.07,7.76,12.45,6.5,0.95,7
FOODS_3_639_CA_1_evaluation,0.6696,0.9805,4.27,8.95,13.64,7.2,0.95,7
FOODS_2_083_CA_1_evaluation,0.6695,0.7578,3.3,7.98,12.67,6.63,0.95,7
HOUSEHOLD_1_499_CA_1_evaluation,0.6695,0.7071,3.08,7.76,12.45,6.5,0.95,7
FOODS_3_425_CA_1_evaluation,0.6683,0.7662,3.33,8.01,12.69,6.64,0.95,7
HOUSEHOLD_1_341_CA_1_evaluation,0.6683,0.789,3.43,8.11,12.79,6.7,0.95,7
HOBBIES_1_420_CA_1_evaluation,0.6681,0.7825,3.41,8.08,12.76,6.68,0.95,7
FOODS_3_408_CA_1_evaluation,0.6679,0.8632,3.76,8.43,13.11,6.88,0.95,7
FOODS_3_614_CA_1_evaluation,0.6668,1.2065,5.25,9.92,14.59,7.76,0.95,7
FOODS_1_109_CA_1_evaluation,0.6662,0.7496,3.26,7.93,12.59,6.58,0.95,7
FOODS_3_527_CA_1_evaluation,0.666,0.7716,3.36,8.02,12.68,6.64,0.95,7
HOUSEHOLD_2_498_CA_1_evaluation,0.6659,0.8819,3.84,8.5,13.16,6.92,0.95,7
HOUSEHOLD_1_099_CA_1_evaluation,0.6653,0.7418,3.23,7.89,12.54,6.56,0.95,7
FOODS_2_350_CA_1_evaluation,0.6653,0.7268,3.16,7.82,12.48,6.52,0.95,7
FOODS_1_065_CA_1_evaluation,0.6647,0.7653,3.33,7.98,12.64,6.61,0.95,7
HOUSEHOLD_1_265_CA_1_evaluation,0.663,0.7268,3.16,7.8,12.44,6.5,0.95,7
HOBBIES_1_076_CA_1_evaluation,0.6602,0.789,3.43,8.05,12.68,6.64,0.95,7
FOODS_2_216_CA_1_evaluation,0.6589,0.7414,3.23,7.84,12.45,6.51,0.95,7
HOBBIES_1_099_CA_1_evaluation,0.6568,0.7725,3.36,7.96,12.56,6.57,0.95,7
FOODS_3_507_CA_1_evaluation,0.6564,0.7024,3.06,7.65,12.25,6.39,0.95,7
FOODS_2_236_CA_1_evaluation,0.6556,0.8349,3.63,8.22,12.81,6.73,0.95,7
FOODS_3_713_CA_1_evaluation,0.6539,0.7377,3.21,7.79,12.36,6.47,0.95,7
FOODS_1_193_CA_1_evaluation,0.6537,0.7435,3.24,7.81,12.39,6.48,0.95,7
HOUSEHOLD_2_371_CA_1_evaluation,0.6512,0.7908,3.44,8.0,12.56,6.58,0.95,7
FOODS_2_301_CA_1_evaluation,0.6507,0.9736,4.24,8.79,13.35,7.05,0.95,7
HOUSEHOLD_1_488_CA_1_evaluation,0.6503,0.8453,3.68,8.23,12.78,6.72,0.95,7
FOODS_2_025_CA_1_evaluation,0.649,0.7084,3.08,7.63,12.17,6.36,0.95,7
HOBBIES_2_103_CA_1_evaluation,0.6485,0.702,3.06,7.59,12.13,6.34,0.95,7
FOODS_3_426_CA_1_evaluation,0.6484,0.7809,3.4,7.94,12.48,6.54,0.95,7
HOUSEHOLD_1_223_CA_1_evaluation,0.6483,0.7429,3.23,7.77,12.31,6.44,0.95,7
FOODS_1_051_CA_1_evaluation,0.6482,0.8225,3.58,8.12,12.65,6.64,0.95,7
FOODS_3_394_CA_1_evaluation,0.6482,0.7132,3.1,7.64,12.18,6.36,0.95,7
FOODS_3_341_CA_1_evaluation,0.648,0.7458,3.25,7.78,12.32,6.45,0.95,7
FOODS_3_773_CA_1_evaluation,0.6478,0.6911,3.01,7.54,12.08,6.3,0.95,7
HOBBIES_1_410_CA_1_evaluation,0.6468,0.6952,3.03,7.55,12.08,6.31,0.95,7
HOUSEHOLD_2_341_CA_1_evaluation,0.6459,0.7327,3.19,7.71,12.23,6.4,0.95,7
FOODS_3_193_CA_1_evaluation,0.6458,0.7573,3.3,7.82,12.34,6.46,0.95,7
HOUSEHOLD_1_345_CA_1_evaluation,0.6454,1.0556,4.59,9.11,13.63,7.22,0.95,7
FOODS_3_073_CA_1_evaluation,0.6433,0.8266,3.6,8.1,12.6,6.62,0.95,7
HOUSEHOLD_1_125_CA_1_evaluation,0.6431,0.6682,2.91,7.41,11.91,6.21,0.95,7
FOODS_2_218_CA_1_evaluation,0.6428,0.7323,3.19,7.69,12.19,6.37,0.95,7
HOUSEHOLD_2_256_CA_1_evaluation,0.6421,0.7973,3.47,7.96,12.46,6.54,0.95,7
FOODS_3_554_CA_1_evaluation,0.6421,0.6812,2.96,7.46,11.95,6.24,0.95,7
FOODS_2_369_CA_1_evaluation,0.6414,0.7013,3.05,7.54,12.03,6.28,0.95,7
FOODS_1_131_CA_1_evaluation,0.6413,0.8588,3.74,8.23,12.72,6.69,0.95,7
HOBBIES_2_132_CA_1_evaluation,0.6406,0.786,3.42,7.9,12.39,6.5,0.95,7
HOUSEHOLD_1_398_CA_1_evaluation,0.6401,0.8903,3.87,8.36,12.84,6.76,0.95,7
HOUSEHOLD_2_342_CA_1_evaluation,0.6391,0.6897,3.0,7.48,11.95,6.24,0.95,7
HOUSEHOLD_1_295_CA_1_evaluation,0.6387,0.7108,3.09,7.56,12.04,6.29,0.95,7
FOODS_1_025_CA_1_evaluation,0.6385,0.7252,3.16,7.63,12.1,6.33,0.95,7
HOBBIES_1_116_CA_1_evaluation,0.6383,0.6874,2.99,7.46,11.93,6.23,0.95,7
HOUSEHOLD_1_248_CA_1_evaluation,0.6381,0.7203,3.13,7.6,12.07,6.31,0.95,7
FOODS_3_337_CA_1_evaluation,0.6376,0.6912,3.01,7.47,11.93,6.23,0.95,7
FOODS_2_290_CA_1_evaluation,0.637,0.7281,3.17,7.63,12.09,6.32,0.95,7
FOODS_3_630_CA_1_evaluation,0.6367,0.8221,3.58,8.03,12.49,6.56,0.95,7
FOODS_3_667_CA_1_evaluation,0.6366,0.7032,3.06,7.52,11.97,6.26,0.95,7
HOBBIES_1_237_CA_1_evaluation,0.6366,0.6734,2.93,7.39,11.84,6.18,0.95,7
HOBBIES_1_173_CA_1_evaluation,0.6365,0.7003,3.05,7.5,11.96,6.25,0.95,7
FOODS_2_213_CA_1_evaluation,0.6361,0.7233,3.15,7.6,12.05,6.3,0.95,7
FOODS_1_030_CA_1_evaluation,0.6357,0.7004,3.05,7.5,11.95,6.24,0.95,7
FOODS_3_766_CA_1_evaluation,0.6354,0.7183,3.13,7.57,12.02,6.29,0.95,7
FOODS_3_552_CA_1_evaluation,0.6346,0.7782,3.39,7.83,12.27,6.43,0.95,7
FOODS_3_788_CA_1_evaluation,0.6341,0.8888,3.87,8.31,12.75,6.71,0.95,7
HOUSEHOLD_2_343_CA_1_evaluation,0.6338,0.6742,2.93,7.37,11.81,6.16,0.95,7
FOODS_2_329_CA_1_evaluation,0.6335,0.7296,3.18,7.61,12.04,6.3,0.95,7
FOODS_2_157_CA_1_evaluation,0.6329,0.6893,3.0,7.43,11.86,6.19,0.95,7
HOBBIES_1_037_CA_1_evaluation,0.6314,0.7134,3.1,7.52,11.94,6.25,0.95,7
FOODS_3_397_CA_1_evaluation,0.6303,0.6975,3.04,7.45,11.86,6.2,0.95,7
FOODS_3_440_CA_1_evaluation,0.6303,0.8433,3.67,8.08,12.49,6.57,0.95,7
FOODS_1_070_CA_1_evaluation,0.6297,0.9134,3.97,8.38,12.79,6.75,0.95,7
HOBBIES_1_120_CA_1_evaluation,0.6292,0.6608,2.88,7.28,11.68,6.1,0.95,7
FOODS_3_359_CA_1_evaluation,0.6292,0.7585,3.3,7.71,12.11,6.35,0.95,7
FOODS_3_223_CA_1_evaluation,0.629,0.7594,3.3,7.71,12.11,6.35,0.95,7
HOUSEHOLD_2_113_CA_1_evaluation,0.629,0.7509,3.27,7.67,12.07,6.32,0.95,7
HOBBIES_1_345_CA_1_evaluation,0.6276,0.7126,3.1,7.49,11.89,6.22,0.95,7
HOUSEHOLD_1_469_CA_1_evaluation,0.627,0.7261,3.16,7.55,11.94,6.25,0.95,7
HOBBIES_1_334_CA_1_evaluation,0.6268,0.7366,3.21,7.59,11.98,6.27,0.95,7
HOUSEHOLD_1_332_CA_1_evaluation,0.6267,0.8114,3.53,7.92,12.3,6.46,0.95,7
FOODS_3_644_CA_1_evaluation,0.6265,0.7362,3.2,7.59,11.97,6.27,0.95,7
HOUSEHOLD_2_199_CA_1_evaluation,0.6262,0.7241,3.15,7.53,11.92,6.24,0.95,7
FOODS_3_243_CA_1_evaluation,0.6256,0.6619,2.88,7.26,11.64,6.07,0.95,7
HOBBIES_1_401_CA_1_evaluation,0.6252,0.6767,2.94,7.32,11.7,6.11,0.95,7
HOUSEHOLD_1_183_CA_1_evaluation,0.6252,0.7702,3.35,7.73,12.1,6.35,0.95,7
HOBBIES_1_025_CA_1_evaluation,0.6249,0.6697,2.91,7.29,11.66,6.09,0.95,7
FOODS_3_761_CA_1_evaluation,0.6234,0.7006,3.05,7.41,11.78,6.16,0.95,7
HOBBIES_1_330_CA_1_evaluation,0.6233,0.708,3.08,7.44,11.81,6.18,0.95,7
HOUSEHOLD_1_161_CA_1_evaluation,0.6233,0.6946,3.02,7.39,11.75,6.14,0.95,7
HOBBIES_1_309_CA_1_evaluation,0.6231,0.7028,3.06,7.42,11.78,6.16,0.95,7
FOODS_3_195_CA_1_evaluation,0.6219,0.9991,4.35,8.7,13.06,6.91,0.95,7
FOODS_1_048_CA_1_evaluation,0.6219,0.7237,3.15,7.5,11.86,6.21,0.95,7
FOODS_3_763_CA_1_evaluation,0.6187,0.7491,3.26,7.59,11.92,6.25,0.95,7
FOODS_3_658_CA_1_evaluation,0.6177,0.8514,3.71,8.03,12.35,6.5,0.95,7
FOODS_3_069_CA_1_evaluation,0.6175,0.7864,3.42,7.75,12.07,6.34,0.95,7
FOODS_2_023_CA_1_evaluation,0.6169,0.8018,3.49,7.81,12.13,6.37,0.95,7
HOUSEHOLD_2_395_CA_1_evaluation,0.6168,0.7164,3.12,7.44,11.75,6.15,0.95,7
HOBBIES_1_317_CA_1_evaluation,0.6166,0.6815,2.97,7.28,11.6,6.06,0.95,7
FOODS_3_261_CA_1_evaluation,0.6158,0.677,2.95,7.26,11.57,6.04,0.95,7
HOUSEHOLD_2_052_CA_1_evaluation,0.6158,0.6779,2.95,7.26,11.57,6.05,0.95,7
FOODS_3_805_CA_1_evaluation,0.614,1.0079,4.39,8.68,12.98,6.88,0.95,7
FOODS_1_136_CA_1_evaluation,0.6118,0.6356,2.77,7.05,11.33,5.91,0.95,7
FOODS_2_209_CA_1_evaluation,0.6115,0.8311,3.62,7.9,12.18,6.41,0.95,7
HOUSEHOLD_1_034_CA_1_evaluation,0.611,0.6689,2.91,7.19,11.47,5.99,0.95,7
HOUSEHOLD_1_541_CA_1_evaluation,0.6106,0.8753,3.81,8.08,12.36,6.51,0.95,7
HOUSEHOLD_1_069_CA_1_evaluation,0.609,0.7286,3.17,7.43,11.7,6.13,0.95,7
HOUSEHOLD_2_197_CA_1_evaluation,0.609,0.7331,3.19,7.45,11.72,6.14,0.95,7
HOBBIES_1_068_CA_1_evaluation,0.6087,0.8267,3.6,7.86,12.12,6.38,0.95,7
HOUSEHOLD_1_476_CA_1_evaluation,0.6087,0.6965,3.03,7.29,11.55,6.04,0.95,7
HOBBIES_1_327_CA_1_evaluation,0.6086,0.6993,3.04,7.3,11.56,6.05,0.95,7
HOUSEHOLD_1_131_CA_1_evaluation,0.6083,0.8659,3.77,8.03,12.29,6.47,0.95,7
HOUSEHOLD_2_160_CA_1_evaluation,0.6079,0.7089,3.09,7.34,11.6,6.07,0.95,7
FOODS_3_186_CA_1_evaluation,0.6076,0.8208,3.57,7.82,12.08,6.35,0.95,7
FOODS_3_061_CA_1_evaluation,0.6074,0.6798,2.96,7.21,11.46,5.99,0.95,7
FOODS_3_084_CA_1_evaluation,0.606,0.7298,3.18,7.42,11.66,6.11,0.95,7
HOUSEHOLD_2_299_CA_1_evaluation,0.606,0.7075,3.08,7.32,11.56,6.05,0.95,7
FOODS_3_824_CA_1_evaluation,0.6058,0.7924,3.45,7.69,11.93,6.27,0.95,7
FOODS_3_722_CA_1_evaluation,0.6043,0.63,2.74,6.97,11.2,5.84,0.95,7
HOUSEHOLD_1_365_CA_1_evaluation,0.6039,0.669,2.91,7.14,11.37,5.94,0.95,7
FOODS_3_065_CA_1_evaluation,0.603,0.6709,2.92,7.14,11.36,5.94,0.95,7
FOODS_2_176_CA_1_evaluation,0.6029,0.7169,3.12,7.34,11.56,6.06,0.95,7
HOUSEHOLD_1_377_CA_1_evaluation,0.6027,0.7179,3.12,7.34,11.56,6.06,0.95,7
FOODS_2_295_CA_1_evaluation,0.6015,0.6601,2.87,7.08,11.29,5.9,0.95,7
HOUSEHOLD_1_520_CA_1_evaluation,0.6011,0.7134,3.1,7.31,11.52,6.03,0.95,7
HOUSEHOLD_2_070_CA_1_evaluation,0.6002,0.7145,3.11,7.31,11.51,6.03,0.95,7
FOODS_2_297_CA_1_evaluation,0.5999,0.692,3.01,7.21,11.41,5.97,0.95,7
FOODS_2_105_CA_1_evaluation,0.5996,0.7478,3.25,7.45,11.65,6.11,0.95,7
FOODS_3_461_CA_1_evaluation,0.5992,0.5943,2.59,6.78,10.98,5.72,0.95,7
HOBBIES_1_356_CA_1_evaluation,0.5987,0.6252,2.72,6.91,11.1,5.79,0.95,7
HOUSEHOLD_1_280_CA_1_evaluation,0.5985,0.6611,2.88,7.07,11.26,5.88,0.95,7
HOUSEHOLD_1_052_CA_1_evaluation,0.598,0.7079,3.08,7.27,11.45,6.0,0.95,7
HOBBIES_1_185_CA_1_evaluation,0.5979,0.6272,2.73,6.92,11.1,5.79,0.95,7
HOUSEHOLD_1_519_CA_1_evaluation,0.5978,0.7666,3.34,7.52,11.71,6.15,0.95,7
HOUSEHOLD_1_353_CA_1_evaluation,0.597,0.6669,2.9,7.08,11.26,5.89,0.95,7
HOBBIES_1_310_CA_1_evaluation,0.5968,0.6702,2.92,7.09,11.27,5.89,0.95,7
HOBBIES_1_152_CA_1_evaluation,0.5967,0.7076,3.08,7.26,11.43,5.99,0.95,7
FOODS_2_270_CA_1_evaluation,0.5965,0.8372,3.64,7.82,12.0,6.32,0.95,7
FOODS_3_210_CA_1_evaluation,0.5965,0.6708,2.92,7.09,11.27,5.89,0.95,7
HOBBIES_1_270_CA_1_evaluation,0.5961,0.6933,3.02,7.19,11.36,5.95,0.95,7
HOUSEHOLD_1_152_CA_1_evaluation,0.5961,0.6713,2.92,7.09,11.27,5.89,0.95,7
HOUSEHOLD_2_301_CA_1_evaluation,0.5942,0.7254,3.16,7.32,11.48,6.02,0.95,7
FOODS_3_745_CA_1_evaluation,0.5935,0.6512,2.83,6.99,11.14,5.82,0.95,7
HOBBIES_1_083_CA_1_evaluation,0.5924,0.6959,3.03,7.18,11.32,5.93,0.95,7
FOODS_2_088_CA_1_evaluation,0.5908,0.682,2.97,7.1,11.24,5.88,0.95,7
FOODS_3_790_CA_1_evaluation,0.5906,0.7882,3.43,7.56,11.7,6.15,0.95,7
HOUSEHOLD_1_190_CA_1_evaluation,0.5899,0.7029,3.06,7.19,11.32,5.93,0.95,7
FOODS_3_137_CA_1_evaluation,0.5898,0.695,3.02,7.15,11.28,5.91,0.95,7
FOODS_2_069_CA_1_evaluation,0.5886,0.6872,2.99,7.11,11.23,5.88,0.95,7
HOUSEHOLD_2_359_CA_1_evaluation,0.5882,0.6696,2.91,7.03,11.15,5.83,0.95,7
FOODS_2_351_CA_1_evaluation,0.5881,0.7538,3.28,7.4,11.51,6.05,0.95,7
FOODS_3_036_CA_1_evaluation,0.5876,0.7062,3.07,7.19,11.3,5.92,0.95,7
FOODS_3_240_CA_1_evaluation,0.5874,0.6904,3.0,7.12,11.23,5.88,0.95,7
FOODS_2_333_CA_1_evaluation,0.5864,0.6941,3.02,7.13,11.23,5.88,0.95,7
HOUSEHOLD_1_126_CA_1_evaluation,0.5857,0.6621,2.88,6.98,11.08,5.79,0.95,7
HOBBIES_1_003_CA_1_evaluation,0.5853,0.5634,2.45,6.55,10.65,5.54,0.95,7
FOODS_3_338_CA_1_evaluation,0.5849,0.609,2.65,6.74,10.84,5.65,0.95,7
FOODS_3_495_CA_1_evaluation,0.5841,0.672,2.92,7.01,11.1,5.81,0.95,7
HOBBIES_1_332_CA_1_evaluation,0.584,0.691,3.01,7.1,11.18,5.86,0.95,7
HOUSEHOLD_1_402_CA_1_evaluation,0.5838,0.642,2.79,6.88,10.97,5.73,0.95,7
HOUSEHOLD_2_171_CA_1_evaluation,0.5833,0.6919,3.01,7.09,11.18,5.85,0.95,7
HOUSEHOLD_2_142_CA_1_evaluation,0.5833,0.664,2.89,6.97,11.06,5.78,0.95,7
FOODS_3_778_CA_1_evaluation,0.5829,0.7912,3.44,7.52,11.6,6.11,0.95,7
HOUSEHOLD_2_172_CA_1_evaluation,0.5823,0.6728,2.93,7.0,11.08,5.8,0.95,7
FOODS_1_114_CA_1_evaluation,0.5821,0.8215,3.57,7.65,11.72,6.18,0.95,7
FOODS_3_081_CA_1_evaluation,0.5813,0.6989,3.04,7.11,11.18,5.86,0.95,7
HOBBIES_1_326_CA_1_evaluation,0.5808,0.6631,2.89,6.95,11.02,5.76,0.95,7
HOUSEHOLD_2_135_CA_1_evaluation,0.5808,0.6823,2.97,7.03,11.1,5.81,0.95,7
HOUSEHOLD_2_444_CA_1_evaluation,0.5802,0.6465,2.81,6.87,10.94,5.72,0.95,7
FOODS_3_218_CA_1_evaluation,0.5801,0.764,3.32,7.39,11.45,6.02,0.95,7
HOBBIES_1_364_CA_1_evaluation,0.5799,0.6943,3.02,7.08,11.14,5.84,0.95,7
FOODS_3_517_CA_1_evaluation,0.5783,0.6874,2.99,7.04,11.09,5.81,0.95,7
FOODS_1_160_CA_1_evaluation,0.5782,0.6571,2.86,6.91,10.95,5.73,0.95,7
FOODS_1_147_CA_1_evaluation,0.5781,0.7073,3.08,7.12,11.17,5.86,0.95,7
HOUSEHOLD_1_420_CA_1_evaluation,0.5775,0.6791,2.96,7.0,11.04,5.78,0.95,7
HOUSEHOLD_1_508_CA_1_evaluation,0.5775,0.6662,2.9,6.94,10.98,5.75,0.95,7
HOBBIES_1_352_CA_1_evaluation,0.5772,0.7332,3.19,7.23,11.27,5.92,0.95,7
FOODS_1_128_CA_1_evaluation,0.5767,0.7045,3.07,7.1,11.14,5.84,0.95,7
FOODS_2_011_CA_1_evaluation,0.5765,0.7116,3.1,7.13,11.17,5.86,0.95,7
FOODS_3_050_CA_1_evaluation,0.5762,0.5807,2.53,6.56,10.59,5.52,0.95,7
HOBBIES_1_340_CA_1_evaluation,0.5759,0.6301,2.74,6.77,10.81,5.64,0.95,7
HOUSEHOLD_1_324_CA_1_evaluation,0.5748,0.6038,2.63,6.65,10.68,5.57,0.95,7
FOODS_3_613_CA_1_evaluation,0.574,0.7422,3.23,7.25,11.27,5.92,0.95,7
FOODS_2_114_CA_1_evaluation,0.5737,0.6908,3.01,7.02,11.04,5.78,0.95,7
HOBBIES_1_021_CA_1_evaluation,0.5733,0.7072,3.08,7.09,11.1,5.82,0.95,7
FOODS_3_456_CA_1_evaluation,0.5722,0.701,3.05,7.06,11.06,5.8,0.95,7
FOODS_2_271_CA_1_evaluation,0.5722,0.6852,2.98,6.99,10.99,5.76,0.95,7
HOUSEHOLD_2_423_CA_1_evaluation,0.5717,0.6612,2.88,6.88,10.88,5.69,0.95,7
FOODS_1_059_CA_1_evaluation,0.5712,0.7487,3.26,7.26,11.25,5.91,0.95,7
HOUSEHOLD_1_364_CA_1_evaluation,0.5695,0.665,2.89,6.88,10.87,5.69,0.95,7
FOODS_3_152_CA_1_evaluation,0.569,0.6623,2.88,6.87,10.85,5.68,0.95,7
FOODS_2_335_CA_1_evaluation,0.5685,0.7532,3.28,7.26,11.24,5.91,0.95,7
HOUSEHOLD_1_076_CA_1_evaluation,0.5679,0.6401,2.79,6.76,10.74,5.61,0.95,7
FOODS_2_260_CA_1_evaluation,0.5679,0.6379,2.78,6.75,10.73,5.61,0.95,7
FOODS_3_055_CA_1_evaluation,0.5671,0.6582,2.86,6.83,10.8,5.65,0.95,7
FOODS_2_179_CA_1_evaluation,0.567,0.6664,2.9,6.87,10.84,5.67,0.95,7
FOODS_1_141_CA_1_evaluation,0.5667,0.6696,2.91,6.88,10.85,5.68,0.95,7
FOODS_3_287_CA_1_evaluation,0.5664,0.6478,2.82,6.78,10.75,5.62,0.95,7
FOODS_1_167_CA_1_evaluation,0.5661,0.6575,2.86,6.82,10.79,5.65,0.95,7
HOUSEHOLD_1_274_CA_1_evaluation,0.5656,0.6649,2.89,6.85,10.81,5.66,0.95,7
FOODS_1_039_CA_1_evaluation,0.5655,0.7586,3.3,7.26,11.22,5.9,0.95,7
HOUSEHOLD_1_167_CA_1_evaluation,0.5655,0.6655,2.9,6.85,10.81,5.66,0.95,7
HOBBIES_2_115_CA_1_evaluation,0.5649,0.6588,2.87,6.82,10.77,5.64,0.95,7
HOUSEHOLD_1_268_CA_1_evaluation,0.5644,0.6542,2.85,6.8,10.75,5.63,0.95,7
HOBBIES_1_399_CA_1_evaluation,0.5639,0.6311,2.75,6.69,10.64,5.56,0.95,7
HOUSEHOLD_2_500_CA_1_evaluation,0.5633,0.6947,3.02,6.97,10.91,5.72,0.95,7
FOODS_2_017_CA_1_evaluation,0.5622,0.6585,2.87,6.8,10.74,5.62,0.95,7
FOODS_2_123_CA_1_evaluation,0.562,0.6653,2.9,6.83,10.76,5.64,0.95,7
FOODS_1_134_CA_1_evaluation,0.562,0.8482,3.69,7.63,11.56,6.11,0.95,7
HOUSEHOLD_1_325_CA_1_evaluation,0.5619,0.6719,2.92,6.86,10.79,5.65,0.95,7
HOUSEHOLD_2_162_CA_1_evaluation,0.5618,0.6955,3.03,6.96,10.89,5.71,0.95,7
HOUSEHOLD_2_015_CA_1_evaluation,0.5613,0.6641,2.89,6.82,10.75,5.63,0.95,7
HOUSEHOLD_2_353_CA_1_evaluation,0.561,0.6948,3.02,6.95,10.88,5.71,0.95,7
FOODS_2_120_CA_1_evaluation,0.5603,0.6728,2.93,6.85,10.77,5.64,0.95,7
HOBBIES_1_204_CA_1_evaluation,0.5597,0.6947,3.02,6.94,10.86,5.7,0.95,7
HOBBIES_1_131_CA_1_evaluation,0.5596,0.7229,3.15,7.06,10.98,5.77,0.95,7
HOUSEHOLD_2_262_CA_1_evaluation,0.5586,0.7053,3.07,6.98,10.89,5.72,0.95,7
FOODS_2_210_CA_1_evaluation,0.5583,0.7115,3.1,7.0,10.91,5.73,0.95,7
FOODS_3_038_CA_1_evaluation,0.5583,0.6782,2.95,6.86,10.77,5.64,0.95,7
FOODS_1_190_CA_1_evaluation,0.5581,1.0767,4.69,8.59,12.5,6.66,0.95,7
HOUSEHOLD_1_168_CA_1_evaluation,0.5579,0.6169,2.68,6.59,10.5,5.48,0.95,7
FOODS_3_484_CA_1_evaluation,0.5578,0.6134,2.67,6.57,10.48,5.47,0.95,7
